external_txn_id,account,currency,amount,debit_credit,booking_date,value_date,reference,narrative
882234857662,ACC#00035,USD,4546.39,DR,2023-04-13,2023-04-12,37266DK8UX 9219966133VI,
592695200013,ACC#00022,USD,-465.60,CR,2023-04-13,2023-04-12,322746AL68181256 6652566133VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
682202982833,ACC#00025,USD,10826.37,DR,2023-04-13,2023-04-12,37266DIYP2 9361466133VI,
323577504906,ACC#00009,USD,67000.00,DR,2023-04-13,2023-04-12,37266DIL8E 6680966133VI,
701378290883,ACC#00029,USD,3900.00,DR,2023-04-13,2023-04-12,V478568017083768 6188166133VI,
8485177393,ACC#00005,USD,-275822315.00,CR,2023-04-13,2023-04-12,IYO9126666176117 0368566133VI,JO TONITE OBS EFI ELUVIA FULGOR YL
480822599954,ACC#00022,USD,7279.46,DR,2023-04-13,2023-04-12,37266DIEU3 2699566131VI,
418678959795,ACC#00018,USD,-101385.99,CR,2023-04-13,2023-04-12,VOLERY 3589951666FP,TUP 231500893065766IFV /6052/ECCA
207212230560,ACC#00035,USD,-58733467.03,CR,2023-04-13,2023-04-12,VOLERY 3585985666FP,TUP 50C5008942513V6REAVOWED/WAMP/Y
41378626489,ACC#00004,USD,21025.27,DR,2023-04-13,2023-04-12,37266DK1RP 9881066133VI,
316005496551,ACC#00032,USD,3524.92,DR,2023-04-13,2023-04-12,37266DK83B 9832066133VI,
985437763147,ACC#00006,USD,8188.14,DR,2023-04-13,2023-04-12,37266DIKJG 9899566133VI,
658361934282,ACC#00009,USD,-348319.00,CR,2023-04-13,2023-04-12,VOLERY 3589924666FP,TUP 231000893061466IFV /052/Y.M.P.
557179760156,ACC#00025,USD,14430.59,DR,2023-04-13,2023-04-12,37266DK050 2325466138VI,
153362669230,ACC#00021,USD,30073.63,DR,2023-04-13,2023-04-12,37266DIYGQ 9475466133VI,
79545830748,ACC#00016,USD,1159.90,DR,2023-04-13,2023-04-12,37266DKB1Q 6675666133VI,
299233201587,ACC#00036,USD,-102705.43,CR,2023-04-13,2023-04-12,VOLERY 3589935666FP,TUP 4C8400891019466IFV /992/SL8M 4
773953209253,ACC#00002,USD,-16000000.00,CR,2023-04-13,2023-04-12,V668477560537864 9396966133VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
160920718133,ACC#00017,USD,2862056.37,DR,2023-04-13,2023-04-12,VOLERY 3589446666FP,TUP 574200892003266EU AS UDV/MINOR
194659275723,ACC#00019,USD,7192.10,DR,2023-04-13,2023-04-12,37266DIYI2 9417566133VI,
477891873991,ACC#00025,USD,28500.00,DR,2023-04-13,2023-04-12,37266DIVTT 6647166133VI,
593691806741,ACC#00019,USD,87918.81,DR,2023-04-13,2023-04-12,VOLERY 3585820666FP,TUP 238300893003666IFV /06/961278C
173722827499,ACC#00011,USD,6112.63,DR,2023-04-13,2023-04-12,VOLERY 3585363666FP,TUP 293T00894738666IFV /052/666690
160120057433,ACC#00001,USD,-285495.40,CR,2023-04-13,2023-04-12,VOLERY 3589922666FP,TUP 231700893064266IFV /6052/ECCA
578997030184,ACC#00011,USD,544824.63,DR,2023-04-13,2023-04-12,32566DK1RC 2404466138VI,
57133326560,ACC#00044,USD,-59428328.47,CR,2023-04-13,2023-04-12,VOLERY 3585979666FP,TUP 50Q3008942517T6REAVOWED/WAMP/Y
755693097890,ACC#00026,USD,8536.98,DR,2023-04-13,2023-04-12,37266DIAOH 9955066133VI,
222663002626,ACC#00023,USD,4776.76,DR,2023-04-13,2023-04-12,37266DK19E 9831166133VI,
712490757702,ACC#00006,USD,1329.18,DR,2023-04-13,2023-04-12,37266DIA3E 9399166133VI,
726032861881,ACC#00035,USD,8669.15,DR,2023-04-13,2023-04-12,37266DK0VR 9919366133VI,
547650739290,ACC#00013,USD,314490.39,DR,2023-04-13,2023-04-12,VOLERY 3585825666FP,TUP 234500893057366IFV /938/069185
427464976426,ACC#00017,USD,486.44,DR,2023-04-13,2023-04-12,37266DKPU9 9394666133VI,
404812800143,ACC#00003,USD,-1525.58,CR,2023-04-13,2023-04-12,E4575023 6588566133VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
353987422654,ACC#00001,USD,924100750.00,DR,2023-04-13,2023-04-12,UI74885980770690 6913366338BY,TUP TO GORST ITS KOSALAN VI 690705
549886853847,ACC#00055,USD,-58733369.14,CR,2023-04-13,2023-04-12,VOLERY 3585942666FP,TUP 50IK008942536K6REAVOWED/WAMP/Y
657812728210,ACC#00062,USD,-58733369.14,CR,2023-04-13,2023-04-12,VOLERY 3585947666FP,TUP 50MH008942536V6REAVOWED/WAMP/Y
309450399902,ACC#00016,USD,14504.46,DR,2023-04-13,2023-04-12,32566DIHJ8 6066566133VI,
743041768768,ACC#00010,USD,45977.56,DR,2023-04-13,2023-04-12,32566DVMAT 4779266137VI,
226737356588,ACC#00038,USD,7187.04,DR,2023-04-13,2023-04-12,37266DK80C 9890866133VI,
207439126086,ACC#00014,USD,-2341160.00,CR,2023-04-13,2023-04-12,VOLERY 9215766133VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
519527528107,ACC#00024,USD,141423.63,DR,2023-04-13,2023-04-12,32566DIQMH 2014466131VI,
390501028627,ACC#00023,USD,-592524.37,CR,2023-04-13,2023-04-12,VQY666675763 3544966133XD,TYPY AS FEW GIRE ELUVIA MYTHIC PUB
699838508289,ACC#00006,USD,10559.33,DR,2023-04-13,2023-04-12,37266DKGHJ 6375866133VI,
947148421688,ACC#00042,USD,4546.39,DR,2023-04-13,2023-04-12,37266DIQR6 6683166133VI,
362905957093,ACC#00005,USD,60875.40,DR,2023-04-13,2023-04-12,37266DIYGL 9472566133VI,
417277125591,ACC#00085,USD,59430000.00,DR,2023-04-13,2023-04-12,VOLERY 3589268666FP,TUP 07155008923332F6REAVOWED/WAMP
648325494976,ACC#00025,USD,191682.00,DR,2023-04-13,2023-04-12,VOLERY 3585854666FP,TUP 297200893945366IFV /967/LX2313
153900883612,ACC#00022,USD,102999884.00,DR,2023-04-13,2023-04-12,AHT9126666176651 6463666133VI,
625083234918,ACC#00017,USD,2178.96,DR,2023-04-13,2023-04-12,37266DKOQ7 9399866133VI,
334787305815,ACC#00009,USD,20326.23,DR,2023-04-13,2023-04-12,37266DIH6V 9138266133VI,
