external_txn_id,account,currency,amount,debit_credit,booking_date,value_date,reference,narrative
610568313700,ACC#00025,USD,-6333142.74,CR,2023-03-30,2023-03-29,VOLERY 3289095666FP,TUP 5796008549273Z6REAVOWED/WAMP/Y
930671605387,ACC#00021,USD,-46868072.90,CR,2023-03-30,2023-03-29,VOLERY 3289721666FP,TUP 5724008549209C6REAVOWED/WAMP/Y
484633777257,ACC#00015,USD,-4370295.67,CR,2023-03-30,2023-03-29,VOLERY 3289231666FP,TUP 576T00854585966REAVOWED/SLIME
550652349850,ACC#00022,USD,-3931.15,CR,2023-03-30,2023-03-29,VOLERY 1182466112FW,PETTAH TYPY (RESILIFER) H.D. BATTY
465141279412,ACC#00017,USD,34248206.00,DR,2023-03-30,2023-03-29,VOLERY 3289993666FP,TUP FU2Q008525285C6REAVOWED/PFC/TH
389067064158,ACC#00021,USD,1786335.90,DR,2023-03-30,2023-03-29,32566W8W14 8245966115VI,
605718751400,ACC#00024,USD,-327741090.00,CR,2023-03-30,2023-03-29,INTERNIDAL 3946566180VI,UPCLOSER ELUVIA VEG APOSTEM TROCAR
688499625369,ACC#00011,USD,4479205.85,DR,2023-03-30,2023-03-29,VOLERY 3285493666FP,TUP 516900852001166IFV /052/666690
312646741192,ACC#00024,USD,129058.00,DR,2023-03-30,2023-03-29,56966W8D5V 4567766180VI,
381938006259,ACC#00039,USD,-43726161.54,CR,2023-03-30,2023-03-29,VOLERY 3289707666FP,TUP 579T008549211H6REAVOWED/WAMP/Y
842564204992,ACC#00013,USD,205946.36,DR,2023-03-30,2023-03-29,VOLERY 3285494666FP,TUP 517800852187566IFV /052/666690
663545647880,ACC#00046,USD,-43726161.54,CR,2023-03-30,2023-03-29,VOLERY 3289701666FP,TUP 579V008549211K6REAVOWED/WAMP/Y
970060776690,ACC#00017,USD,-2250654.14,CR,2023-03-30,2023-03-29,OVERPROUDNESS 7519966180XD,0/T.IF DISNEY ARIOSOS AZ 1/NA/9168
939247390898,ACC#00049,USD,-59428675.10,CR,2023-03-30,2023-03-29,VOLERY 3289710666FP,TUP 57Q0008549215K6REAVOWED/WAMP/Y
652524958177,ACC#00016,USD,1335095166.00,DR,2023-03-30,2023-03-29,UI9272040762698 6918066384BY,TUP TO GORST ITS KOSALAN VI 690768
467001343993,ACC#00003,USD,-241250.87,CR,2023-03-30,2023-03-29,VOLERY 3236832666FP,TUP 338Q00853194466IFV /052/Y.M.P.
392163673227,ACC#00003,USD,97430.29,DR,2023-03-30,2023-03-29,VOLERY 3285277666FP,TUP 43OL00853135966IFV /06/73781KB
147907285584,ACC#00057,USD,50542100.00,DR,2023-03-30,2023-03-29,VOLERY 3236685666FP,TUP V398008525363V6REAVOWED/WAMP 9
723024955789,ACC#00007,USD,-3644594.65,CR,2023-03-30,2023-03-29,VOLERY 1926266180CQ,URARI UPCLOSER S.C. SALUNG X.V. US
250420011471,ACC#00024,USD,34248206.00,DR,2023-03-30,2023-03-29,VOLERY 3289991666FP,TUP FU29008525285Q6REAVOWED/PFC/TH
30783460220,ACC#00053,USD,-43726161.54,CR,2023-03-30,2023-03-29,VOLERY 3289761666FP,TUP 5793008549211T6REAVOWED/WAMP/Y
830988332640,ACC#00014,USD,-1400000.00,CR,2023-03-30,2023-03-29,V331272166834897 4092866180VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
326993157314,ACC#00022,USD,3905729.01,DR,2023-03-30,2023-03-29,VOLERY 3285206666FP,TUP 383C00853137266IFV /052/666690
365810721880,ACC#00020,USD,-13925387.20,CR,2023-03-30,2023-03-29,VOLERY 3289705666FP,TUP 57C8008549211D6REAVOWED/WAMP/Y
890673555603,ACC#00017,USD,-32288286.34,CR,2023-03-30,2023-03-29,VOLERY 3289287666FP,TUP 57T1008526153Q6REAVOWED/PFC 90
22255398082,ACC#00019,USD,21800000.00,DR,2023-03-30,2023-03-29,PSF9126666108356 7369866115VI,
486435453373,ACC#00005,USD,12407000.00,DR,2023-03-30,2023-03-29,VOLERY 3285262666FP,TUP 383400853682666IFV /052/666690
783191560469,ACC#00004,USD,322986.84,DR,2023-03-30,2023-03-29,VOLERY 3285267666FP,TUP 007X500852533166IFV /938/06917
658576973650,ACC#00025,USD,-12261.18,CR,2023-03-30,2023-03-29,VOLERY 3236810666FP,TUP 384900853146366IFV /052/Y.M.P.
707520933889,ACC#00005,USD,-821167.10,CR,2023-03-30,2023-03-29,VOLERY 3236811666FP,TUP 384Q00853140166IFV /052/Y.M.P.
373599470345,ACC#00011,USD,296536.63,DR,2023-03-30,2023-03-29,VOLERY 3285203666FP,TUP 385100853122166IFV /06/880507K
71052611766,ACC#00024,USD,-21193975.19,CR,2023-03-30,2023-03-29,VOLERY 3289758666FP,TUP 5750008549202K6REAVOWED/WAMP/Y
229023394325,ACC#00026,USD,-45768444.42,CR,2023-03-30,2023-03-29,VOLERY 3289725666FP,TUP 572Q008549202V6REAVOWED/WAMP/Y
174676039385,ACC#00023,USD,1755220.76,DR,2023-03-30,2023-03-29,V386736466214215 4891966180VI,
676558939321,ACC#00026,USD,6012.60,DR,2023-03-30,2023-03-29,37266W8J7U 4707766180VI,
978108918843,ACC#00009,USD,-55593298.15,CR,2023-03-30,2023-03-29,VIP9126666103836 9216166180FW,UNPARTOOK TYPY MENT Q-0706 ERICIUS
