external_txn_id,account,currency,amount,debit_credit,booking_date,value_date,reference,narrative
441510549170,ACC#00001,USD,-268570.00,CR,2023-04-01,2023-03-31,VOLERY 3249901666FP,TUP 257100852137966IFV /052/Y.M.P.
858160507682,ACC#00001,USD,-5961722.00,CR,2023-04-01,2023-03-31,VOLERY 3245350666FP,TUP 0660V00859522366REAVOWED/WAMP/
648122219457,ACC#00001,USD,-41790061.50,CR,2023-04-01,2023-03-31,VOLERY 3245433666FP,TUP 5709008559132C6REAVOWED/WAMP/Y
908863121642,ACC#00001,USD,-17028.47,CR,2023-04-01,2023-03-31,VOLERY 3249599666FP,TUP 47X200854750166IFV /052/Y.M.P.
302707606430,ACC#00001,USD,-801039.41,CR,2023-04-01,2023-03-31,VOLERY 3249540666FP,TUP 253T00852154866IFV /6967/LX231
114595736681,ACC#00001,USD,46397454.70,DR,2023-04-01,2023-03-31,VOLERY 3249372666FP,TUP SIN600859583566REAVOWED/WAMP 1
999625745566,ACC#00001,USD,-1041459.00,CR,2023-04-01,2023-03-31,VOLERY 3249544666FP,TUP 254300852155866IFV /6967/LX231
528703564773,ACC#00001,USD,170956.60,DR,2023-04-01,2023-03-31,32566W3NKR 7542966187VI,
606848658427,ACC#00001,USD,-41790061.50,CR,2023-04-01,2023-03-31,VOLERY 3245440666FP,TUP 570V008559132N6REAVOWED/WAMP/Y
646165706549,ACC#00001,USD,723310.00,DR,2023-04-01,2023-03-31,VOLERY 3249353666FP,TUP 0665400859532766REAVOWED/WAMP
114786897942,ACC#00001,USD,-7060817.20,CR,2023-04-01,2023-03-31,VOLERY 3245396666FP,TUP 36DU00858950866REAVOWED/WAMP/Y
439810171231,ACC#00001,USD,-1695718.87,CR,2023-04-01,2023-03-31,VOLERY 3245424666FP,TUP 574V00859603766REAVOWED/WAMP/C
672151447110,ACC#00001,USD,3236590094.00,DR,2023-04-01,2023-03-31,P646914416972071 1505966181VI,
536062084434,ACC#00001,USD,7308405.00,DR,2023-04-01,2023-03-31,VOLERY 3245021666FP,TUP 25C100852867466IFV /052/666690
70051371245,ACC#00001,USD,27261738.11,DR,2023-04-01,2023-03-31,VOLERY 3249471666FP,TUP 574700859603466REAVOWED/WAMP 9
512837846845,ACC#00001,USD,-55203.54,CR,2023-04-01,2023-03-31,322746AL68196748 7537666187VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
18750548294,ACC#00001,USD,-50605298.99,CR,2023-04-01,2023-03-31,VOLERY 3245449666FP,TUP 5710008559185L6REAVOWED/WAMP/Y
34689454526,ACC#00001,USD,-59428130.38,CR,2023-04-01,2023-03-31,VOLERY 3245403666FP,TUP 50XD008559188Z6REAVOWED/WAMP/Y
867930783581,ACC#00001,USD,255085.98,DR,2023-04-01,2023-03-31,MG15416825L600MK 8264066181VI,
849306325985,ACC#00001,USD,3124982.42,DR,2023-04-01,2023-03-31,VOLERY 3245019666FP,TUP 252100852191566IFV /052/666690
180300907515,ACC#00001,USD,8852.39,DR,2023-04-01,2023-03-31,VOLERY 3245048666FP,TUP LR3400855971166IFV /06/6635178
557257673855,ACC#00001,USD,2728912.65,DR,2023-04-01,2023-03-31,VOLERY 3245762666FP,TUP FU2700852196C66IFV /052/285085
606618667710,ACC#00001,USD,55118404.75,DR,2023-04-01,2023-03-31,VOLERY 3249416666FP,TUP 5796008597646X6REAVOWED/WAMP 9
249120271312,ACC#00001,USD,-3266998.71,CR,2023-04-01,2023-03-31,VOLERY 3245337666FP,TUP 259100852129166REAVOWED/WAMP/Y
869849941779,ACC#00001,USD,-1772859.73,CR,2023-04-01,2023-03-31,VOLERY 3249548666FP,TUP 254700852152566IFV /6967/LX231
804897303833,ACC#00001,USD,-46398990.39,CR,2023-04-01,2023-03-31,VOLERY 3245485666FP,TUP 0061600851568866REAVOWED/WAMP/
795719714845,ACC#00001,USD,1772600.00,DR,2023-04-01,2023-03-31,VOLERY 3249407666FP,TUP 0677800859547566REAVOWED/WAMP
54653857026,ACC#00001,USD,3124509.12,DR,2023-04-01,2023-03-31,GYNOMONOECISM 3060466181VI,
917636636083,ACC#00001,USD,-739717.85,CR,2023-04-01,2023-03-31,VOLERY 3245420666FP,TUP 574500859664466REAVOWED/WAMP/C
921633372011,ACC#00001,USD,-50605298.99,CR,2023-04-01,2023-03-31,VOLERY 3245477666FP,TUP 5768008559185C6REAVOWED/WAMP/Y
343941747683,ACC#00001,USD,2392642.00,DR,2023-04-01,2023-03-31,VOLERY 3245059666FP,TUP 2RM400855601566IFV /052/666690
343285355219,ACC#00001,USD,-41790061.50,CR,2023-04-01,2023-03-31,VOLERY 3245442666FP,TUP 5773008559132K6REAVOWED/WAMP/Y
248238224825,ACC#00001,USD,-108412.00,CR,2023-04-01,2023-03-31,VOLERY 3245358666FP,TUP 0661700859534766REAVOWED/WAMP/
621601067998,ACC#00001,USD,285604.09,DR,2023-04-01,2023-03-31,008574854-767-0 3635366181VI,
122514733618,ACC#00001,USD,891605.72,DR,2023-04-01,2023-03-31,VOLERY 3245773666FP,TUP 258300852128166IFV /967/LX2313
22479334024,ACC#00001,USD,11674198.21,DR,2023-04-01,2023-03-31,VOLERY 3249417666FP,TUP KKI600859528866REAVOWED/PFC/TH
725190937803,ACC#00001,USD,-245505.21,CR,2023-04-01,2023-03-31,V314088766816744 8606866181VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
821753861731,ACC#00001,USD,-8434.00,CR,2023-04-01,2023-03-31,VOLERY 3249593666FP,TUP 80Q400827192C66IFV /6606/06636
471758625373,ACC#00001,USD,396058.13,DR,2023-04-01,2023-03-31,VOLERY 3245769666FP,TUP 56XY00852149366IFV /06/746381Q
697406547332,ACC#00001,USD,-1413167.13,CR,2023-04-01,2023-03-31,VOLERY 3245437666FP,TUP 00C1500852129966REAVOWED/WAMP
29521655752,ACC#00001,USD,54179600.00,DR,2023-04-01,2023-03-31,VOLERY 3249327666FP,TUP 06611008595253C6REAVOWED/WAMP
350147353388,ACC#00001,USD,36128943.00,DR,2023-04-01,2023-03-31,VOLERY 3249358666FP,TUP 06657008595252C6REAVOWED/WAMP
594704419833,ACC#00001,USD,91501351.02,DR,2023-04-01,2023-03-31,UI01575130769698 6918166387BY,TUP TO GORST ITS KOSALAN VI 690765
495200608569,ACC#00001,USD,-2543331.05,CR,2023-04-01,2023-03-31,VOLERY 3249539666FP,TUP 253Q00852151466IFV /6967/LX231
238257673455,ACC#00001,USD,-921600.00,CR,2023-04-01,2023-03-31,VOLERY 3249596666FP,TUP C0X200859257266IFV /606/385944
804063560865,ACC#00001,USD,4000000.00,DR,2023-04-01,2023-03-31,V321134066918953 8861366181VI,
262061343794,ACC#00001,USD,-17674000.00,CR,2023-04-01,2023-03-31,VOLERY 3245481666FP,TUP 0676C00859556566REAVOWED/WAMP/
694319195923,ACC#00001,USD,28500.00,DR,2023-04-01,2023-03-31,32566W3NVV 7540266187VI,
716689818850,ACC#00001,USD,24024333.01,DR,2023-04-01,2023-03-31,VOLERY 3245028666FP,TUP 25C800852143666IFV /965/697818
770179832976,ACC#00001,USD,-2000000.00,CR,2023-04-01,2023-03-31,VOLERY 6731466181RN,Y M TONITE ETHERIFIES GAB MURREY X
948254236013,ACC#00001,USD,-7623300.00,CR,2023-04-01,2023-03-31,ICHTHYIZATION 7549466181XD,POTSTICK H.C. ELUVIA ARMENIA AL7L
320846898711,ACC#00001,USD,-59428130.38,CR,2023-04-01,2023-03-31,VOLERY 3245400666FP,TUP 50V5008559188Q6REAVOWED/WAMP/Y
971394233420,ACC#00001,USD,-43706855.98,CR,2023-04-01,2023-03-31,VOLERY 3245340666FP,TUP 57C3008597072E6REAVOWED/WAMP/Y
652737219413,ACC#00001,USD,5508406.91,DR,2023-04-01,2023-03-31,VOLERY 3249359666FP,TUP 36C000858925766REAVOWED/WAMP 9
974519324451,ACC#00001,USD,68586.21,DR,2023-04-01,2023-03-31,32566W3R84 7534166187VI,
719295857685,ACC#00001,USD,1772859.73,DR,2023-04-01,2023-03-31,VOLERY 3245033666FP,TUP 255500852152266IFV /052/666690
505614760132,ACC#00001,USD,-464155.29,CR,2023-04-01,2023-03-31,VOLERY 6750866181RN,Y M TONITE ETHERIFIES GAB MURREY X
207833928718,ACC#00001,USD,162375.65,DR,2023-04-01,2023-03-31,VOLERY 3245054666FP,TUP 2KY500852901266IFV /06/958070C
798465740128,ACC#00001,USD,43726100.00,DR,2023-04-01,2023-03-31,VOLERY 3249318666FP,TUP PIL7008595240V6REAVOWED/WAMP 9
804812155849,ACC#00001,USD,-4701390.00,CR,2023-04-01,2023-03-31,VOLERY 3245488666FP,TUP 0676T00859550766REAVOWED/WAMP/
660852942814,ACC#00001,USD,54179600.00,DR,2023-04-01,2023-03-31,VOLERY 3249461666FP,TUP 06765008595564C6REAVOWED/WAMP
575339990786,ACC#00001,USD,-5508250.00,CR,2023-04-01,2023-03-31,VOLERY 3245328666FP,TUP KKIY00859523966REAVOWED/WAMP/Y
733049555393,ACC#00001,USD,227529.81,DR,2023-04-01,2023-03-31,VOLERY 3245097666FP,TUP 2X0500852131066IFV /06/14947E8
1761819355,ACC#00001,USD,800000.00,DR,2023-04-01,2023-03-31,URBD-2DHQNM 3872366181VI,
264897850727,ACC#00001,USD,122106.62,DR,2023-04-01,2023-03-31,32566W3NOT 7549066187VI,
647702321304,ACC#00001,USD,2188740.00,DR,2023-04-01,2023-03-31,VOLERY 3245053666FP,TUP 2KI800852580966IFV /992/GIPR/6
919185066748,ACC#00001,USD,4574812.00,DR,2023-04-01,2023-03-31,VOLERY 3249464666FP,TUP 0670300859550466REAVOWED/WAMP
480720263775,ACC#00001,USD,2727700.00,DR,2023-04-01,2023-03-31,VOLERY 3249349666FP,TUP 0667T00859525166REAVOWED/WAMP
893745112280,ACC#00001,USD,34756.64,DR,2023-04-01,2023-03-31,VOLERY 3245099666FP,TUP 2X7X00855738066IFV /052/666690
901412987189,ACC#00001,USD,208837947.30,DR,2023-04-01,2023-03-31,V070521006918953 8867966181VI,
896706544744,ACC#00001,USD,-1739073.45,CR,2023-04-01,2023-03-31,VIP9126666104755 7463666181MT,UNPARTOOK TYPY MENT Q-0706 ERICIUS
504942782415,ACC#00001,USD,-17838601.85,CR,2023-04-01,2023-03-31,VOLERY 3245436666FP,TUP 0081C00859805266REAVOWED/WAMP/
139685325278,ACC#00001,USD,-147329.38,CR,2023-04-01,2023-03-31,VOLERY 3249557666FP,TUP Q5DU00854411366IFV /6967/LX133
363611039690,ACC#00001,USD,124736.00,DR,2023-04-01,2023-03-31,VOLERY 3249352666FP,TUP 0665Q00859525966REAVOWED/WAMP
84026486423,ACC#00001,USD,27283.00,DR,2023-04-01,2023-03-31,32566W3R79 7543466187VI,
909019448938,ACC#00001,USD,1170050.09,DR,2023-04-01,2023-03-31,VOLERY 3245051666FP,TUP 2SIE00852511966IFV /992/FT2V/6
322455204827,ACC#00001,USD,-41790061.50,CR,2023-04-01,2023-03-31,VOLERY 3245446666FP,TUP 570T008559132T6REAVOWED/WAMP/Y
637798451211,ACC#00001,USD,55118404.75,DR,2023-04-01,2023-03-31,VOLERY 3249308666FP,TUP 5798008597646T6REAVOWED/WAMP 9
985137191532,ACC#00001,USD,22124282.00,DR,2023-04-01,2023-03-31,VOLERY 3249325666FP,TUP 06619008595253U6REAVOWED/WAMP
198944637576,ACC#00001,USD,-71524.02,CR,2023-04-01,2023-03-31,322756AL61341653 3725566181VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
62858128659,ACC#00001,USD,-46795324.50,CR,2023-04-01,2023-03-31,VOLERY 3245415666FP,TUP 5708008559131C6REAVOWED/WAMP/Y
81198076414,ACC#00001,USD,50238.56,DR,2023-04-01,2023-03-31,VOLERY 3245043666FP,TUP LR3200855971066IFV /06/958070C
792283175497,ACC#00001,USD,-2605.39,CR,2023-04-01,2023-03-31,322746AL68196635 7546766187VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
978749666644,ACC#00001,USD,-13254.69,CR,2023-04-01,2023-03-31,322756AL61335298 8060366181VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
764144505636,ACC#00001,USD,46260.95,DR,2023-04-01,2023-03-31,VOLERY 3245025666FP,TUP 296300852818266IFV /992/HX2R/6
870114710095,ACC#00001,USD,-1264340.87,CR,2023-04-01,2023-03-31,VOLERY 3249553666FP,TUP 2RM100855607866IFV /6967/LX231
360840268688,ACC#00001,USD,-25200077.73,CR,2023-04-01,2023-03-31,TRANSILLUMINATOR 3112466181VI,Y.M. TONITE ETHERIFIES EFI JOQGE U
162368764596,ACC#00001,USD,-50605298.99,CR,2023-04-01,2023-03-31,VOLERY 3245475666FP,TUP 576C008559185T6REAVOWED/WAMP/Y
637992710871,ACC#00001,USD,-3134000.00,CR,2023-04-01,2023-03-31,VOLERY 1531969181WT,SLATTERN TYPY OEV NYET PIRAYA POOH
229195204849,ACC#00001,USD,-227529.81,CR,2023-04-01,2023-03-31,VOLERY 3249900666FP,TUP 257000852131766IFV /052/Y.M.P.
672427415540,ACC#00001,USD,23456896.00,DR,2023-04-01,2023-03-31,VOLERY 3249468666FP,TUP 06769008595564Q6REAVOWED/WAMP
182925010519,ACC#00001,USD,-362373.24,CR,2023-04-01,2023-03-31,VOLERY 3245397666FP,TUP 36BV00858957466REAVOWED/WAMP/Y
457371042265,ACC#00001,USD,-17984.94,CR,2023-04-01,2023-03-31,VOLERY 3249977666FP,TUP 251800852146766IFV /052/Y.M.P.
868364027687,ACC#00001,USD,59430000.00,DR,2023-04-01,2023-03-31,VOLERY 3249333666FP,TUP FLET008595241P6REAVOWED/WAMP 9
883966558900,ACC#00001,USD,1916000.00,DR,2023-04-01,2023-03-31,VOLERY 3245040666FP,TUP 57BV00859726466IFV /052/JOQE 0
478693253201,ACC#00001,USD,17984.94,DR,2023-04-01,2023-03-31,VOLERY 3245765666FP,TUP 56DM00852146066IFV /06/090709Q
230156182682,ACC#00001,USD,175249.26,DR,2023-04-01,2023-03-31,VOLERY 3249476666FP,TUP 253000852150866REAVOWED/TEAD/C
172565848966,ACC#00001,USD,-55980.00,CR,2023-04-01,2023-03-31,322746AL68196737 7526966187VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
50050166204,ACC#00001,USD,205608.15,DR,2023-04-01,2023-03-31,VOLERY 3245057666FP,TUP 2C2300852374966IFV /992/O2F8/6
622452791326,ACC#00001,USD,1518969.00,DR,2023-04-01,2023-03-31,VOLERY 3245032666FP,TUP 259600852155266IFV /052/666690
822889357461,ACC#00001,USD,2184029.89,DR,2023-04-01,2023-03-31,VOLERY 3245044666FP,TUP 259900852157966IFV /052/666690
981308890121,ACC#00001,USD,-55082500.00,CR,2023-04-01,2023-03-31,VOLERY 3245351666FP,TUP 0667C00859525066REAVOWED/WAMP/
237375565988,ACC#00001,USD,-43726064.37,CR,2023-04-01,2023-03-31,VOLERY 3245463666FP,TUP 50V7008559187V6REAVOWED/WAMP/Y
635395463489,ACC#00001,USD,-57408.90,CR,2023-04-01,2023-03-31,VOLERY 3249904666FP,TUP 257200852135866IFV /052/Y.M.P.
373964195334,ACC#00001,USD,-185.80,CR,2023-04-01,2023-03-31,322756AL61341652 3198766181VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
939488901959,ACC#00001,USD,7633802.00,DR,2023-04-01,2023-03-31,AHT9126666104762 3067666181VI,
474925168177,ACC#00001,USD,739371.60,DR,2023-04-01,2023-03-31,VOLERY 3245082666FP,TUP 252V00852159966IFV /052/666690
198962159870,ACC#00001,USD,321503.00,DR,2023-04-01,2023-03-31,VOLERY 3249355666FP,TUP 0665V00859529166REAVOWED/WAMP
538984435389,ACC#00001,USD,-1233913.73,CR,2023-04-01,2023-03-31,VOLERY 3245343666FP,TUP 583700859100666EU AS UDV/LEUMA
808588541347,ACC#00001,USD,43700032.31,DR,2023-04-01,2023-03-31,VOLERY 3249380666FP,TUP 508X008552616C6REAVOWED/WAMP 9
807533906366,ACC#00001,USD,-50605298.99,CR,2023-04-01,2023-03-31,VOLERY 3245418666FP,TUP 5706008559185H6REAVOWED/WAMP/Y
768250838384,ACC#00001,USD,55072130.83,DR,2023-04-01,2023-03-31,VOLERY 3249466666FP,TUP 576100855913666REAVOWED/WAMP 9
113954035570,ACC#00001,USD,2110979.30,DR,2023-04-01,2023-03-31,VOLERY 3249394666FP,TUP 36Q100858951566REAVOWED/WAMP 9
910063900826,ACC#00001,USD,-50605298.99,CR,2023-04-01,2023-03-31,VOLERY 3245416666FP,TUP 576C008559185N6REAVOWED/WAMP/Y
568054406759,ACC#00001,USD,70406.00,DR,2023-04-01,2023-03-31,32566W3DQJ 7547366187VI,
652887857238,ACC#00001,USD,54179600.00,DR,2023-04-01,2023-03-31,VOLERY 3249320666FP,TUP 06610008595253C6REAVOWED/WAMP
304714719806,ACC#00001,USD,4866222.92,DR,2023-04-01,2023-03-31,VOLERY 3249373666FP,TUP X62700855288266REAVOWED/VVV 90
306999530636,ACC#00001,USD,44175600.00,DR,2023-04-01,2023-03-31,VOLERY 3249351666FP,TUP 06656008595252C6REAVOWED/WAMP
384584867636,ACC#00001,USD,5726382.45,DR,2023-04-01,2023-03-31,VOLERY 3249391666FP,TUP 36UT00858956466REAVOWED/WAMP 9
575141112117,ACC#00001,USD,-59428130.38,CR,2023-04-01,2023-03-31,VOLERY 3245404666FP,TUP 50KI008559188Y6REAVOWED/WAMP/Y
715230924423,ACC#00001,USD,105612.70,DR,2023-04-01,2023-03-31,32566W3R2C 7544066187VI,
201983621946,ACC#00001,USD,-3008301.76,CR,2023-04-01,2023-03-31,VOLERY 3245359666FP,TUP 36C500858956166REAVOWED/WAMP/Y
795367456176,ACC#00001,USD,-62500.00,CR,2023-04-01,2023-03-31,BACKFIRING 8248466181VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
249339424318,ACC#00001,USD,43700032.31,DR,2023-04-01,2023-03-31,VOLERY 3249387666FP,TUP 508T008552616Q6REAVOWED/WAMP 9
32800002153,ACC#00001,USD,-50605298.99,CR,2023-04-01,2023-03-31,VOLERY 3245410666FP,TUP 576X008559185K6REAVOWED/WAMP/Y
161276369117,ACC#00001,USD,400000.00,DR,2023-04-01,2023-03-31,URBD-2DHQBV 3138366181VI,
403761679065,ACC#00001,USD,25485080.00,DR,2023-04-01,2023-03-31,VOLERY 3249348666FP,TUP 0666200859524366REAVOWED/WAMP
962282209606,ACC#00001,USD,391027.16,DR,2023-04-01,2023-03-31,VOLERY 3245081666FP,TUP 252500852190066IFV /052/666690
882321460356,ACC#00001,USD,-43706855.98,CR,2023-04-01,2023-03-31,VOLERY 3245331666FP,TUP 579X008597072C6REAVOWED/WAMP/Y
118891410572,ACC#00001,USD,55172414.34,DR,2023-04-01,2023-03-31,VOLERY 3249309666FP,TUP 579C008597640E6REAVOWED/WAMP 9
541023887338,ACC#00001,USD,-638736.00,CR,2023-04-01,2023-03-31,VOLERY 3249526666FP,TUP 254Q00852197766IFV /6967/LX231
490129750659,ACC#00001,USD,-47679.02,CR,2023-04-01,2023-03-31,VOLERY 3249968666FP,TUP 250200852183966IFV /052/Y.M.P.
25289360306,ACC#00001,USD,-45471017.20,CR,2023-04-01,2023-03-31,VOLERY 3245480666FP,TUP 5702008559131C6REAVOWED/WAMP/Y
29889628191,ACC#00001,USD,-467901.00,CR,2023-04-01,2023-03-31,322746AL68196604 7527366187VI,UPCLOSER SAUNT TYPY DE - ELUVIA CC
